BARCODE,Name,Number,GROUP,SAMPLE
MID5,"Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Sneathia",1,Control 2,tissue
MID5,"Bacteria ""Nitrospira"" ""Nitrospira"" ""Nitrospirales"" ""Nitrospiraceae"" Nitrospira",11,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Blastopirellula",4,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Gemmata",16,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Isosphaera",35,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Pirellula",1,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Rhodopirellula",1,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Schlesneria",2,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Singulisphaera",3,Control 2,tissue
MID5,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Zavarzinella",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis",75,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylovirgula",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Agromonas",8,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium",32,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Maritalea",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Methylorhabdus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Terasakiella",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Nereida",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Oceanibulbus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pelagicola",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Sediminimonas",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tateyamaria",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidisphaera",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Defluviicoccus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Rhodovibrio",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Tistrella",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Croceicoccus",8,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Erythromicrobium",6,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandaracinobacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria ""Procabacteriales"" ""Procabacteriaceae"" ""Procabacter""",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Derxia",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia",85,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia",45,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Thermothrix",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Wautersia",15,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Aquabacterium",35,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Aquincola",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Methylibium",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Rhizobacter",9,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Xylophilus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Acidovorax",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Alicycliphilus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Brachymonas",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Comamonas",13,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Hylemonella",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Verminephrobacter",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalicibacterium",12,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalobacter",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Hydrogenophilus",124,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Petrobacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Tepidiphilus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Bergeriella",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Laribacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Leeia",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Microvirgula",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Silvimonas",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Stenoxybacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Betaproteobacteria Nitrosomonadales Nitrosomonadaceae Nitrosospira",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfarculales Desulfarculaceae Desulfarculus",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatiferula",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatirhabdium",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfocella",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulforegula",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila",43,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfocurvus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfurellales Desulfurellaceae Hippea",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfuromonadales Geobacteraceae Geothermobacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Cystobacteraceae Archangium",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Kofleriaceae Kofleria",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Phaselicystidaceae Phaselicystis",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Byssovorax",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Chondromyces",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Sorangium",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Syntrophobacterales Syntrophaceae Desulfobacca",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Deltaproteobacteria Syntrophobacterales Syntrophobacteraceae Thermodesulforhabdus",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter",82,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurovum",7,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Wolinella",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Nitratifractor",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Thioreductor",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Gilvimarinus",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Sedimenticola",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Simiduia",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Arsenophonus",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Biostraticola",61,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Budvicia",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Hafnia",537,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Klebsiella",5503,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Leminorella",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Obesumbacterium",90,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Plesiomonas",7,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Pragia",316,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Rahnella",7,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Raoultella",1110,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Samsonia",237,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Sodalis",27,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Tatumella",90,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Trabulsiella",18,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Aeromonadales Aeromonadaceae Tolumonas",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Aeromonadales Succinivibrionaceae Succinimonas",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Alteromonadales Alteromonadaceae Salinimonas",20,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Cardiobacteriales Cardiobacteriaceae Dichelobacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Chromatiaceae Isochromatium",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Chromatiaceae Rhabdochromatium",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Ectothiorhodospiraceae Aquisalimonas",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Chromatiales Ectothiorhodospiraceae Ectothiorhodosinus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Legionellales Legionellaceae Fluoribacter",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Legionellales Legionellaceae Legionella",7,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Methylococcales Methylococcaceae Methylothermus",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Hahellaceae Endozoicomonas",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Hahellaceae Halospina",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Aidingimonas",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Carnimonas",14,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Cobetia",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Halotalea",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Modicisalibacter",23,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Salinicola",2,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Litoricolaceae Litoricola",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Balneatrix",4,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Neptuniibacter",6,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Oceaniserpentilla",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Thalassolituus",3,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillales_incertae_sedis Spongiispira",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oleiphilaceae Oleiphilus",8,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Enhydrobacter",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azomonas",57,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azorhizophilus",50,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas",424,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Cycloclasticus",17,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Sulfurivirga",1,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Beggiatoa",15,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichales_incertae_sedis Fangia",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Frateuria",5,Control 2,tissue
MID5,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteibacter",3,Control 2,tissue
MID5,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminiphilus",5,Control 2,tissue
MID5,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminomonas",5,Control 2,tissue
MID5,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Caldimicrobium",1,Control 2,tissue
MID5,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Thermodesulfatator",1,Control 2,tissue
MID5,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Geotoga",26,Control 2,tissue
MID5,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Kosmotoga",36,Control 2,tissue
MID5,"Bacteria ""Verrucomicrobia"" Opitutae Opitutales Opitutaceae Opitutus",1,Control 2,tissue
MID5,"Bacteria ""Verrucomicrobia"" Opitutae Puniceicoccales Puniceicoccaceae Cerasicoccus",2,Control 2,tissue
MID5,"Bacteria ""Verrucomicrobia"" Opitutae Puniceicoccales Puniceicoccaceae Puniceicoccus",4,Control 2,tissue
MID5,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Bangiophyceae,2,Control 2,tissue
MID5,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Chlorarachniophyceae,5,Control 2,tissue
MID5,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Streptophyta,59,Control 2,tissue
MID5,Bacteria OD1    OD1_genera_incertae_sedis,4,Control 2,tissue
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Ignisphaera",7,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Sulfophobococcus",1,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Pyrodictium",1,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Pyrolobus",2,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Stygiolobus",5,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Sulfurisphaera",4,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermofilaceae Thermofilum",4,NEC 1,stool
MID6,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermoproteaceae Caldivirga",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanocellales Methanocellaceae Methanocella",12,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanomicrobiales Methanomicrobiaceae Methanomicrobium",2,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methanosarcinaceae Methanimicrococcus",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methanosarcinaceae Methanosalsum",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methermicoccaceae Methermicoccus",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Archaeoglobi Archaeoglobales Archaeoglobaceae Ferroglobus",4,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Haloplanus",4,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halosarcina",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halosimplex",3,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halostagnicola",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Natronobacterium",3,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Methanobacteria Methanobacteriales Methanobacteriaceae Methanosphaera",1,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Methanopyri Methanopyrales Methanopyraceae Methanopyrus",23,NEC 1,stool
MID6,"Archaea ""Euryarchaeota"" Thermoplasmata Thermoplasmatales Thermoplasmatales_incertae_sedis Thermogymnomonas",11,NEC 1,stool
MID6,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Micromonosporaceae Catelliglobosispora",1,NEC 1,stool
MID6,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Promicromonosporaceae Myceligenerans",1,NEC 1,stool
MID6,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Propionibacteriaceae Propionibacterium",1,NEC 1,stool
MID6,"Bacteria ""Actinobacteria"" Actinobacteria Bifidobacteriales Bifidobacteriaceae Alloscardovia",1,NEC 1,stool
MID6,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Paraeggerthella",5,NEC 1,stool
MID6,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificaceae Aquifex",35,NEC 1,stool
MID6,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificales_incertae_sedis Thermosulfidibacter",1,NEC 1,stool
MID6,"Bacteria ""Aquificae"" Aquificae Aquificales Desulfurobacteriaceae Balnearium",5,NEC 1,stool
MID6,"Bacteria ""Aquificae"" Aquificae Aquificales Hydrogenothermaceae Venenivibrio",3,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Marinilabiaceae"" Anaerophaga",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Proteiniphilum",3,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Cyclobacteriaceae"" Aquiflexum",4,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Flexithrix",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Saprospiraceae"" Haliscomenobacter",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Larkinella",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Microscilla",18,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Persicitalea",7,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Rhodonellum",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Rudanella",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Costertonia",10,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Eudoraea",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Galbibacter",2,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Jejuia",3,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kriegella",2,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Ornithobacterium",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Wautersiella",1,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zhouia",3,NEC 1,stool
MID6,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zunongwangia",1,NEC 1,stool
MID6,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Simkaniaceae Simkania",9,NEC 1,stool
MID6,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Waddliaceae Waddlia",1,NEC 1,stool
MID6,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Leptolinea",1,NEC 1,stool
MID6,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Levilinea",1,NEC 1,stool
MID6,"Bacteria ""Chloroflexi"" Thermomicrobia Thermomicrobiales Thermomicrobiaceae Thermomicrobium",12,NEC 1,stool
MID6,"Bacteria ""Chrysiogenetes"" Chrysiogenetes Chrysiogenales Chrysiogenaceae Chrysiogenes",2,NEC 1,stool
MID6,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Flexistipes",5,NEC 1,stool
MID6,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacterales_incertae_sedis Caldithrix",1,NEC 1,stool
MID6,"Bacteria ""Deinococcus-Thermus"" Deinococci Deinococcales Trueperaceae Truepera",2,NEC 1,stool
MID6,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Marinithermus",12,NEC 1,stool
MID6,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Vulcanithermus",1,NEC 1,stool
